exchange,type,table,base,quote,usd_volume
Bybit,futures,bybit_shib1000_usdt:usdt_1m,shib1000,usdt,45265538.991344996
Bybit,futures,bybit_hpos10i_usdt:usdt_1m,hpos10i,usdt,866096.140475
Bybit,futures,bybit_ton_usdc:usdc_1m,ton,usdc,1092989.506345
Bybit,futures,bybit_uma_usdt:usdt_1m,uma,usdt,2228889.07875
Bybit,futures,bybit_zk_usdt:usdt_1m,zk,usdt,7780039.080662001
Bybit,futures,bybit_cross_usdt:usdt_1m,cross,usdt,1017341.0713899999
Bybit,futures,bybit_c_usdt:usdt_1m,c,usdt,1391304.5729450001
Bybit,futures,bybit_puffer_usdt:usdt_1m,puffer,usdt,819200.56605
Bybit,futures,bybit_cook_usdt:usdt_1m,cook,usdt,154104.314995
Bybit,futures,bybit_10000qubic_usdt:usdt_1m,10000qubic,usdt,478913.43054000003
Bybit,futures,bybit_cookie_usdt:usdt_1m,cookie,usdt,2195529.3331500003
Bybit,futures,bybit_ta_usdt:usdt_1m,ta,usdt,3763206.8368849996
Bybit,futures,bybit_0g_usdt:usdt_1m,0g,usdt,11641264.276039999
Bybit,futures,bybit_ake_usdt:usdt_1m,ake,usdt,2788991.55595
Bybit,futures,bybit_apex_usdt:usdt_1m,apex,usdt,18604277.282835003
Bybit,futures,bybit_bless_usdt:usdt_1m,bless,usdt,4853121.6215
Bybit,futures,bybit_asp_usdt:usdt_1m,asp,usdt,1077864.61045
Bybit,futures,bybit_dia_usdt:usdt_1m,dia,usdt,403323.9006
Bybit,futures,bybit_fartcoin_usdc:usdc_1m,fartcoin,usdc,135044.798605
Bybit,futures,bybit_hbar_usdc:usdc_1m,hbar,usdc,108143.87536
Bybit,futures,bybit_inj_usdc:usdc_1m,inj,usdc,32882.8255
Bybit,futures,bybit_pengu_usdc:usdc_1m,pengu,usdc,196256.80181000003
Bybit,futures,bybit_pnut_usdc:usdc_1m,pnut,usdc,41964.08155
Bybit,futures,bybit_btc_usdt:usdt-251017_1m,btc,usdt,2434770.8633
Bybit,futures,bybit_tao_usdc:usdc_1m,tao,usdc,127127.57778
Bybit,futures,bybit_virtual_usdc:usdc_1m,virtual,usdc,46403.699255
Bybit,futures,bybit_eden_usdt:usdt_1m,eden,usdt,3889075.5012
Bybit,futures,bybit_eth_usdt:usdt-251017_1m,eth,usdt,1889733.93415
Bybit,futures,bybit_ff_usdt:usdt_1m,ff,usdt,9914438.578249998
Bybit,futures,bybit_fluid_usdt:usdt_1m,fluid,usdt,3372316.4557999996
Bybit,futures,bybit_hemi_usdt:usdt_1m,hemi,usdt,4820776.161250001
Bybit,futures,bybit_light_usdt:usdt_1m,light,usdt,2317817.8037
Bybit,futures,bybit_mira_usdt:usdt_1m,mira,usdt,9276334.757575
Bybit,futures,bybit_nom_usdt:usdt_1m,nom,usdt,1414093.1989
Bybit,futures,bybit_rlusd_usdt:usdt_1m,rlusd,usdt,146575.25815
Bybit,futures,bybit_sol_usdt:usdt-251017_1m,sol,usdt,217386.12595000002
Bybit,futures,bybit_truth_usdt:usdt_1m,truth,usdt,2154968.86588
Bybit,futures,bybit_vfy_usdt:usdt_1m,vfy,usdt,3789958.1121749994
Bybit,futures,bybit_xan_usdt:usdt_1m,xan,usdt,6170579.062955001
Bybit,futures,bybit_xpl_usdt:usdt_1m,xpl,usdt,100047976.85615
Bybit,futures,bybit_1000neirocto_usdc:usdc_1m,1000neirocto,usdc,29862.527134999997
Bybit,futures,bybit_1000tag_usdt:usdt_1m,1000tag,usdt,234826.8222
Bybit,futures,bybit_ai16z_usdc:usdc_1m,ai16z,usdc,48869.99673500001
Bybit,futures,bybit_btc_usdt:usdt-251031_1m,btc,usdt,1635956.5482
Bybit,futures,bybit_dolo_usdt:usdt_1m,dolo,usdt,2056686.6474550003
Bybit,futures,bybit_esports_usdt:usdt_1m,esports,usdt,1251032.8307650003
Bybit,futures,bybit_eth_usdt:usdt-251031_1m,eth,usdt,829987.1608000001
Bybit,futures,bybit_fis_usdt:usdt_1m,fis,usdt,425678.68018
Bybit,futures,bybit_in_usdt:usdt_1m,in,usdt,12259571.109550001
Bybit,futures,bybit_ip_usdc:usdc_1m,ip,usdc,196806.94563
Bybit,futures,bybit_k_usdt:usdt_1m,k,usdt,562873.0354200001
Bybit,futures,bybit_moodeng_usdc:usdc_1m,moodeng,usdc,32084.19958
Bybit,futures,bybit_myx_usdt:usdt_1m,myx,usdt,19626145.4355
Bybit,futures,bybit_naoris_usdt:usdt_1m,naoris,usdt,2709300.0681499997
Bybit,futures,bybit_prove_usdt:usdt_1m,prove,usdt,3110418.2761999997
Bybit,futures,bybit_resolv_usdc:usdc_1m,resolv,usdc,24377.636450000005
Bybit,futures,bybit_rhea_usdt:usdt_1m,rhea,usdt,303727.7485
Bybit,futures,bybit_sahara_usdc:usdc_1m,sahara,usdc,38592.31735
Bybit,futures,bybit_sei_usdc:usdc_1m,sei,usdc,44352.077600000004
Bybit,futures,bybit_sky_usdt:usdt_1m,sky,usdt,4001539.82445
Bybit,futures,bybit_spx_usdc:usdc_1m,spx,usdc,292017.666555
Bybit,futures,bybit_towns_usdt:usdt_1m,towns,usdt,1108378.9918499999
Bybit,futures,bybit_tree_usdt:usdt_1m,tree,usdt,3867417.4129035007
Bybit,futures,bybit_yala_usdt:usdt_1m,yala,usdt,818742.8198499999
Bybit,futures,bybit_btc_usdt:usdt-260626_1m,btc,usdt,9351123.54245
Bybit,futures,bybit_dmc_usdt:usdt_1m,dmc,usdt,175540.63848999998
Bybit,futures,bybit_eth_usdt:usdt-260626_1m,eth,usdt,6402986.29225
Bybit,futures,bybit_icnt_usdt:usdt_1m,icnt,usdt,560906.5189999999
Bybit,futures,bybit_aio_usdt:usdt_1m,aio,usdt,954912.3543500002
Bybit,futures,bybit_alpine_usdt:usdt_1m,alpine,usdt,4607397.16545
Bybit,futures,bybit_asr_usdt:usdt_1m,asr,usdt,350520.13365
Bybit,futures,bybit_bsu_usdt:usdt_1m,bsu,usdt,512207.365855
Bybit,futures,bybit_btr_usdt:usdt_1m,btr,usdt,1435103.577125
Bybit,futures,bybit_dam_usdt:usdt_1m,dam,usdt,2018953.7608949998
Bybit,futures,bybit_pumpfun_usdc:usdc_1m,pumpfun,usdc,376784.32779999997
Bybit,futures,bybit_sapien_usdt:usdt_1m,sapien,usdt,766611.1754750002
Bybit,futures,bybit_xny_usdt:usdt_1m,xny,usdt,1574607.6929800003
Bybit,futures,bybit_yzy_usdt:usdt_1m,yzy,usdt,1166809.100995
Bybit,futures,bybit_aia_usdt:usdt_1m,aia,usdt,12574609.232899997
Bybit,futures,bybit_aria_usdt:usdt_1m,aria,usdt,1233829.43778
Bybit,futures,bybit_aster_usdt:usdt_1m,aster,usdt,166716322.53184998
Bybit,futures,bybit_avnt_usdt:usdt_1m,avnt,usdt,12908888.74295
Bybit,futures,bybit_bard_usdt:usdt_1m,bard,usdt,10190035.856338002
Bybit,futures,bybit_btc_usdt:usdt-251128_1m,btc,usdt,2355592.9905499998
Bybit,futures,bybit_camp_usdt:usdt_1m,camp,usdt,1046070.4509850001
Bybit,futures,bybit_eth_usdt:usdt-251128_1m,eth,usdt,2528913.9432999995
Bybit,futures,bybit_holo_usdt:usdt_1m,holo,usdt,3674877.7039500005
Bybit,futures,bybit_h_usdc:usdc_1m,h,usdc,537661.702425
Bybit,futures,bybit_icnt_usdc:usdc_1m,icnt,usdc,41596.0066
Bybit,futures,bybit_linea_usdt:usdt_1m,linea,usdt,16861089.727849998
Bybit,futures,bybit_mito_usdt:usdt_1m,mito,usdt,1355078.8364149998
Bybit,futures,bybit_node_usdt:usdt_1m,node,usdt,138695.212925
Bybit,futures,bybit_okb_usdt:usdt_1m,okb,usdt,2395402.1925
Bybit,futures,bybit_open_usdt:usdt_1m,open,usdt,3346080.91495
Bybit,futures,bybit_pendle_usdc:usdc_1m,pendle,usdc,296711.9576
Bybit,futures,bybit_ptb_usdt:usdt_1m,ptb,usdt,1092698.023
Bybit,futures,bybit_sol_usdt:usdt-251031_1m,sol,usdt,76191.16600000003
Bybit,futures,bybit_somi_usdt:usdt_1m,somi,usdt,11597333.90739
Bybit,futures,bybit_stbl_usdt:usdt_1m,stbl,usdt,8358340.184385
Bybit,futures,bybit_ub_usdt:usdt_1m,ub,usdt,3746136.5781050003
Bybit,futures,bybit_wlfi_usdc:usdc_1m,wlfi,usdc,102142.32015
Bybit,futures,bybit_wlfi_usdt:usdt_1m,wlfi,usdt,60821005.63745
Bybit,futures,bybit_xpin_usdt:usdt_1m,xpin,usdt,1926608.8899400001
Bybit,futures,bybit_zkc_usdt:usdt_1m,zkc,usdt,4051442.791845
Bybit,futures,bybit_btc_usd:btc-260327_1m,btc,usd,16336884.181561293
Bybit,futures,bybit_eth_usd:eth-260327_1m,eth,usd,23747101.651812155
Bybit,futures,bybit_bmt_usdt:usdt_1m,bmt,usdt,891616.949515
Bybit,futures,bybit_a8_usdt:usdt_1m,a8,usdt,294708.661975
Bybit,futures,bybit_bigtime_usdt:usdt_1m,bigtime,usdt,2665325.34067
Bybit,futures,bybit_coti_usdt:usdt_1m,coti,usdt,1523533.0381500002
Bybit,futures,bybit_rez_usdt:usdt_1m,rez,usdt,1527506.3295350003
Bybit,futures,bybit_sun_usdt:usdt_1m,sun,usdt,2773739.7991899997
Bybit,futures,bybit_ethbtc_usdt:usdt_1m,ethbtc,usdt,5622828.612725
Bybit,futures,bybit_virtual_usdt:usdt_1m,virtual,usdt,19153469.614800002
Bybit,futures,bybit_1000bonk_usdc:usdc_1m,1000bonk,usdc,629902.848485
Bybit,futures,bybit_xter_usdt:usdt_1m,xter,usdt,478122.66676500003
Bybit,futures,bybit_ain_usdt:usdt_1m,ain,usdt,1023987.7932
Bybit,futures,bybit_era_usdt:usdt_1m,era,usdt,1515059.5236
Bybit,futures,bybit_es_usdt:usdt_1m,es,usdt,284684.46644999995
Bybit,futures,bybit_m_usdt:usdt_1m,m,usdt,8713287.397649998
Bybit,futures,bybit_pumpfun_usdt:usdt_1m,pumpfun,usdt,100663363.66775002
Bybit,futures,bybit_tac_usdt:usdt_1m,tac,usdt,719168.53214
Bybit,futures,bybit_tanssi_usdt:usdt_1m,tanssi,usdt,357436.79895
Bybit,futures,bybit_usd1_usdt:usdt_1m,usd1,usdt,381520.36840000004
Bybit,futures,bybit_useless_usdt:usdt_1m,useless,usdt,19627690.714499995
Bybit,futures,bybit_velvet_usdt:usdt_1m,velvet,usdt,1315480.68025
Bybit,futures,bybit_a2z_usdt:usdt_1m,a2z,usdt,605897.2030000001
Bybit,futures,bybit_frag_usdt:usdt_1m,frag,usdt,403199.19331500004
Bybit,futures,bybit_q_usdt:usdt_1m,q,usdt,3503653.8345100004
Coinbase,spot,coinbase_btc_usdc_1m,btc,usdc,648608806.0169336
Coinbase,spot,coinbase_btc_usd_1m,btc,usd,648608806.0169336
Coinbase,spot,coinbase_usdt_usd_1m,usdt,usd,27599038.7326227
Coinbase,spot,coinbase_eth_usdc_1m,eth,usdc,351449127.46220064
Coinbase,spot,coinbase_eth_usd_1m,eth,usd,351950528.0744749
Coinbase,spot,coinbase_usdt_usdc_1m,usdt,usdc,1216846.8791194998
Coinbase,spot,coinbase_sui_usd_1m,sui,usd,20419914.230805002
Coinbase,spot,coinbase_red_usd_1m,red,usd,182856.5033605
Coinbase,spot,coinbase_red_usdc_1m,red,usdc,182856.5033605
Coinbase,spot,coinbase_syrup_usd_1m,syrup,usd,2338467.6312900004
Coinbase,spot,coinbase_cookie_usdc_1m,cookie,usdc,672442.4164295
Coinbase,spot,coinbase_cookie_usd_1m,cookie,usd,672442.4164295
Coinbase,spot,coinbase_ath_usd_1m,ath,usd,1072834.561345
Coinbase,spot,coinbase_ath_usdc_1m,ath,usdc,1072834.561345
Coinbase,spot,coinbase_sol_usdc_1m,sol,usdc,122054220.2836737
Coinbase,spot,coinbase_sol_usd_1m,sol,usd,122054220.2836737
Coinbase,spot,coinbase_bonk_usdc_1m,bonk,usdc,4663489.95221342
Coinbase,spot,coinbase_bonk_usd_1m,bonk,usd,4663489.95221342
Coinbase,spot,coinbase_sei_usd_1m,sei,usd,3184040.7479114993
Coinbase,spot,coinbase_sei_usdc_1m,sei,usdc,3184040.7479114993
Coinbase,spot,coinbase_btc_usdt_1m,btc,usdt,21289634.245522
Coinbase,spot,coinbase_shib_usdc_1m,shib,usdc,4754801.26168707
Coinbase,spot,coinbase_prompt_usd_1m,prompt,usd,1008684.7282195002
Coinbase,spot,coinbase_la_usdc_1m,la,usdc,184435.258785
Coinbase,spot,coinbase_doginme_usdc_1m,doginme,usdc,186194.42750595
Coinbase,spot,coinbase_doginme_usd_1m,doginme,usd,186194.42750595
Coinbase,spot,coinbase_edge_usd_1m,edge,usd,959702.4015869998
Coinbase,spot,coinbase_edge_usdc_1m,edge,usdc,959702.4015869998
Coinbase,spot,coinbase_keycat_usdc_1m,keycat,usdc,128460.9624985
Coinbase,spot,coinbase_keycat_usd_1m,keycat,usd,128460.9624985
Coinbase,spot,coinbase_pendle_usd_1m,pendle,usd,1280142.4582749999
Coinbase,spot,coinbase_pendle_usdc_1m,pendle,usdc,1280142.4582749999
Coinbase,spot,coinbase_fai_usd_1m,fai,usd,209858.308065
Coinbase,spot,coinbase_fai_usdc_1m,fai,usdc,209858.308065
Coinbase,spot,coinbase_l3_usd_1m,l3,usd,53557.978413000004
Coinbase,spot,coinbase_alt_usdc_1m,alt,usdc,43505.25052
Coinbase,spot,coinbase_alt_usd_1m,alt,usd,43311.106525
Coinbase,spot,coinbase_doge_usd_1m,doge,usd,28678010.615938
Coinbase,spot,coinbase_doge_usdc_1m,doge,usdc,28678010.615938
Coinbase,spot,coinbase_xrp_usdc_1m,xrp,usdc,220695205.6573635
Coinbase,spot,coinbase_xrp_usd_1m,xrp,usd,219933355.9765437
Coinbase,spot,coinbase_inj_usd_1m,inj,usd,1216154.9887750002
Coinbase,spot,coinbase_inj_usdc_1m,inj,usdc,1216154.9887750002
Coinbase,spot,coinbase_link_usd_1m,link,usd,22611661.636135
Coinbase,spot,coinbase_link_usdc_1m,link,usdc,22611661.636135
Coinbase,spot,coinbase_eth_usdt_1m,eth,usdt,7313288.313747706
Coinbase,spot,coinbase_usdc_eur_1m,usdc,eur,7405109.3285300005
Coinbase,spot,coinbase_fet_usd_1m,fet,usd,2352637.6492749997
Coinbase,spot,coinbase_fet_usdc_1m,fet,usdc,2352637.6492749997
Coinbase,spot,coinbase_zora_usd_1m,zora,usd,10063181.567309996
Coinbase,spot,coinbase_wld_usd_1m,wld,usd,1160851.24908
Coinbase,spot,coinbase_wld_usdc_1m,wld,usdc,1161235.86912
Coinbase,spot,coinbase_clanker_usdc_1m,clanker,usdc,165909.943434
Coinbase,spot,coinbase_clanker_usd_1m,clanker,usd,165909.943434
Coinbase,spot,coinbase_kernel_usdc_1m,kernel,usdc,299448.53957799997
Coinbase,spot,coinbase_kernel_usd_1m,kernel,usd,299448.53957799997
Coinbase,spot,coinbase_xan_usd_1m,xan,usd,1282820.2795844998
Coinbase,spot,coinbase_rsr_usd_1m,rsr,usd,161287.11153199998
Coinbase,spot,coinbase_mantle_usdc_1m,mantle,usdc,822508.484474
Coinbase,spot,coinbase_mantle_usd_1m,mantle,usd,826436.1180100001
Coinbase,spot,coinbase_btc_eur_1m,btc,eur,13989527.39556908
Coinbase,spot,coinbase_near_usdc_1m,near,usdc,3567849.7529990003
Coinbase,spot,coinbase_near_usd_1m,near,usd,3567849.7529990003
Coinbase,spot,coinbase_aero_usdc_1m,aero,usdc,5615619.672435001
Coinbase,spot,coinbase_aero_usd_1m,aero,usd,5615619.672435001
Coinbase,spot,coinbase_jasmy_usd_1m,jasmy,usd,1207683.62974
Coinbase,spot,coinbase_jasmy_usdc_1m,jasmy,usdc,1207683.62974
Coinbase,spot,coinbase_usdt_eur_1m,usdt,eur,1491770.34177905
Coinbase,spot,coinbase_eth_eur_1m,eth,eur,5558991.425450332
Coinbase,spot,coinbase_tia_usdc_1m,tia,usdc,1114089.27232
Coinbase,spot,coinbase_render_usd_1m,render,usd,3887859.0024050004
Coinbase,spot,coinbase_render_usdc_1m,render,usdc,3886828.7654049997
Coinbase,spot,coinbase_ada_usdc_1m,ada,usdc,16528707.73158754
Coinbase,spot,coinbase_ada_usd_1m,ada,usd,16528707.73158754
Coinbase,spot,coinbase_hbar_usdc_1m,hbar,usdc,13726745.668377498
Coinbase,spot,coinbase_hbar_usd_1m,hbar,usd,13726745.668377498
Coinbase,spot,coinbase_aave_usd_1m,aave,usd,4649046.67913
Coinbase,spot,coinbase_aave_usdc_1m,aave,usdc,4649046.67913
Coinbase,spot,coinbase_xlm_usdc_1m,xlm,usdc,5148312.619159138
Coinbase,spot,coinbase_xlm_usd_1m,xlm,usd,5148312.619159138
Coinbase,spot,coinbase_ltc_usdc_1m,ltc,usdc,12345640.758477189
Coinbase,spot,coinbase_ltc_usd_1m,ltc,usd,12345640.758477189
Coinbase,spot,coinbase_prompt_usdc_1m,prompt,usdc,1008684.7282195002
Coinbase,spot,coinbase_sxt_usdc_1m,sxt,usdc,626719.9060250001
Coinbase,spot,coinbase_sxt_usd_1m,sxt,usd,626300.8515750001
Coinbase,spot,coinbase_paxg_usdc_1m,paxg,usdc,797726.5677539499
Coinbase,spot,coinbase_paxg_usd_1m,paxg,usd,797726.5677539499
Coinbase,spot,coinbase_op_usdc_1m,op,usdc,1609708.8307649998
Coinbase,spot,coinbase_stx_usdc_1m,stx,usdc,1018127.6818840001
Coinbase,spot,coinbase_stx_usd_1m,stx,usd,1018127.6818840001
Coinbase,spot,coinbase_nct_usdc_1m,nct,usdc,98105.38973
Coinbase,spot,coinbase_nct_usd_1m,nct,usd,98105.38973
Coinbase,spot,coinbase_mkr_usd_1m,mkr,usd,374474.715890625
Coinbase,spot,coinbase_mkr_usdc_1m,mkr,usdc,374474.715890625
Coinbase,spot,coinbase_super_usdc_1m,super,usdc,274712.64009555
Coinbase,spot,coinbase_super_usd_1m,super,usd,258844.783371
Coinbase,spot,coinbase_prime_usdc_1m,prime,usdc,205671.294525
Coinbase,spot,coinbase_prime_usd_1m,prime,usd,205671.294525
Coinbase,spot,coinbase_eigen_usd_1m,eigen,usd,736538.2931000001
Coinbase,spot,coinbase_eigen_usdc_1m,eigen,usdc,736538.2931000001
Coinbase,spot,coinbase_aleo_usdc_1m,aleo,usdc,516204.673595
Coinbase,spot,coinbase_aleo_usd_1m,aleo,usd,515987.08096
Coinbase,spot,coinbase_icp_usd_1m,icp,usd,1602560.48659935
Coinbase,spot,coinbase_icp_usdc_1m,icp,usdc,1602560.48659935
Coinbase,spot,coinbase_bch_usd_1m,bch,usd,3889822.9512379454
Coinbase,spot,coinbase_bch_usdc_1m,bch,usdc,3858540.872051626
Coinbase,spot,coinbase_dia_usd_1m,dia,usd,234349.7071189
Coinbase,spot,coinbase_dia_usdc_1m,dia,usdc,234349.7071189
Coinbase,spot,coinbase_ach_usd_1m,ach,usd,462945.18516435
Coinbase,spot,coinbase_ach_usdc_1m,ach,usdc,462945.18516435
Coinbase,spot,coinbase_imx_usdc_1m,imx,usdc,479864.297464
Coinbase,spot,coinbase_imx_usd_1m,imx,usd,479864.297464
Coinbase,spot,coinbase_badger_usdc_1m,badger,usdc,124839.94758000001
Coinbase,spot,coinbase_zora_usdc_1m,zora,usdc,10063181.567309996
Coinbase,spot,coinbase_cvc_usdc_1m,cvc,usdc,88685.68216
Coinbase,spot,coinbase_op_usd_1m,op,usd,1609708.8307649998
Coinbase,spot,coinbase_uni_usdc_1m,uni,usdc,1460998.361382743
Coinbase,spot,coinbase_uni_usd_1m,uni,usd,1461249.3401013983
Coinbase,spot,coinbase_dot_usdc_1m,dot,usdc,5236909.794078583
Coinbase,spot,coinbase_hnt_usdc_1m,hnt,usdc,582805.0417000001
Coinbase,spot,coinbase_eurc_usdc_1m,eurc,usdc,3369914.768
Coinbase,spot,coinbase_rose_usdc_1m,rose,usdc,385603.39383799996
Coinbase,spot,coinbase_rose_usd_1m,rose,usd,385603.39383799996
Coinbase,spot,coinbase_grt_usd_1m,grt,usd,680319.7019650001
Coinbase,spot,coinbase_grt_usdc_1m,grt,usdc,680319.7019650001
Coinbase,spot,coinbase_forth_usdc_1m,forth,usdc,91064.5670446
Coinbase,spot,coinbase_arb_usd_1m,arb,usd,1991275.6746984997
Coinbase,spot,coinbase_arb_usdc_1m,arb,usdc,1991643.3366399996
Coinbase,spot,coinbase_fet_usdt_1m,fet,usdt,25704.736679999998
Coinbase,spot,coinbase_atom_usd_1m,atom,usd,702336.1591349998
Coinbase,spot,coinbase_atom_usdc_1m,atom,usdc,702336.1591349998
Coinbase,spot,coinbase_matic_usd_1m,matic,usd,262555.016985
Coinbase,spot,coinbase_matic_usdc_1m,matic,usdc,262555.016985
Coinbase,spot,coinbase_zro_usdc_1m,zro,usdc,686202.8346999999
Coinbase,spot,coinbase_zro_usd_1m,zro,usd,686202.8346999999
Coinbase,spot,coinbase_fil_usdc_1m,fil,usdc,905596.969727
Coinbase,spot,coinbase_fil_usd_1m,fil,usd,905476.4773739999
Coinbase,spot,coinbase_karrat_usdc_1m,karrat,usdc,282471.18106349994
Coinbase,spot,coinbase_karrat_usd_1m,karrat,usd,282471.18106349994
Coinbase,spot,coinbase_cvc_usd_1m,cvc,usd,88685.68216
Coinbase,spot,coinbase_hnt_usd_1m,hnt,usd,582805.0417000001
Coinbase,spot,coinbase_blur_usdc_1m,blur,usdc,134920.329295
Coinbase,spot,coinbase_crv_usd_1m,crv,usd,3025188.1616665
Coinbase,spot,coinbase_jto_usd_1m,jto,usd,721254.888145
Coinbase,spot,coinbase_blur_usd_1m,blur,usd,134920.329295
Coinbase,spot,coinbase_akt_usdc_1m,akt,usdc,785243.6855150001
Coinbase,spot,coinbase_asm_usd_1m,asm,usd,195350.42855499996
Coinbase,spot,coinbase_asm_usdc_1m,asm,usdc,195350.42855499996
Coinbase,spot,coinbase_bigtime_usdc_1m,bigtime,usdc,137126.77492
Coinbase,spot,coinbase_bigtime_usd_1m,bigtime,usd,137126.77492
Coinbase,spot,coinbase_axl_usdc_1m,axl,usdc,320685.17419
Coinbase,spot,coinbase_axl_usd_1m,axl,usd,316138.84841
Coinbase,spot,coinbase_mina_usdc_1m,mina,usdc,70102.87676700001
Coinbase,spot,coinbase_mina_usd_1m,mina,usd,70102.87676700001
Coinbase,spot,coinbase_zec_usdc_1m,zec,usdc,19001897.54610405
Coinbase,spot,coinbase_zec_usd_1m,zec,usd,19001897.54610405
Coinbase,spot,coinbase_ldo_usdc_1m,ldo,usdc,1029635.94989
Coinbase,spot,coinbase_ldo_usd_1m,ldo,usd,1029635.94989
Coinbase,spot,coinbase_msol_usd_1m,msol,usd,48831.468595
Coinbase,spot,coinbase_msol_usdc_1m,msol,usdc,48831.468595
Coinbase,spot,coinbase_aioz_usdc_1m,aioz,usdc,345688.51093499997
Coinbase,spot,coinbase_aioz_usd_1m,aioz,usd,345688.51093499997
Coinbase,spot,coinbase_zeta_usdc_1m,zeta,usdc,153818.810295
Coinbase,spot,coinbase_mask_usdc_1m,mask,usdc,300003.77190000005
Coinbase,spot,coinbase_amp_usd_1m,amp,usd,436608.024835
Coinbase,spot,coinbase_rare_usdc_1m,rare,usdc,108869.26901
Coinbase,spot,coinbase_rare_usd_1m,rare,usd,108869.26901
Coinbase,spot,coinbase_xrp_usdt_1m,xrp,usdt,1999113.916594083
Coinbase,spot,coinbase_shib_eur_1m,shib,eur,119620.49572024
Coinbase,spot,coinbase_qnt_usdc_1m,qnt,usdc,977257.812455
Coinbase,spot,coinbase_qnt_usd_1m,qnt,usd,977257.812455
Coinbase,spot,coinbase_trb_usd_1m,trb,usd,438694.43836000003
Coinbase,spot,coinbase_trb_usdc_1m,trb,usdc,438694.43836000003
Coinbase,spot,coinbase_cro_usdc_1m,cro,usdc,2112778.3874795
Coinbase,spot,coinbase_cro_usd_1m,cro,usd,2112778.3874795
Coinbase,spot,coinbase_pol_usd_1m,pol,usd,548605.7459315
Coinbase,spot,coinbase_pol_usdc_1m,pol,usdc,548605.7459315
Coinbase,spot,coinbase_algo_usd_1m,algo,usd,1947197.13407
Coinbase,spot,coinbase_ast_usd_1m,ast,usd,24130.58154
Coinbase,spot,coinbase_ast_usdc_1m,ast,usdc,24130.58154
Coinbase,spot,coinbase_abt_usd_1m,abt,usd,120318.91298499999
Coinbase,spot,coinbase_orca_usd_1m,orca,usd,397860.391963
Coinbase,spot,coinbase_uma_usdc_1m,uma,usdc,56250.14781650001
Coinbase,spot,coinbase_mln_usd_1m,mln,usd,105420.087235
Coinbase,spot,coinbase_vet_usd_1m,vet,usd,908545.471725
Coinbase,spot,coinbase_vet_usdc_1m,vet,usdc,908545.471725
Coinbase,spot,coinbase_drift_usdc_1m,drift,usdc,1578614.9102999999
Coinbase,spot,coinbase_drift_usd_1m,drift,usd,1582197.90998
Coinbase,spot,coinbase_gods_usdc_1m,gods,usdc,159495.371013
Coinbase,spot,coinbase_gods_usd_1m,gods,usd,159495.371013
Coinbase,spot,coinbase_ape_usd_1m,ape,usd,1027182.6809549999
Coinbase,spot,coinbase_ape_usdc_1m,ape,usdc,1027182.6809549999
Coinbase,spot,coinbase_ens_usd_1m,ens,usd,757278.6907100001
Coinbase,spot,coinbase_ens_usdc_1m,ens,usdc,757278.6907100001
Coinbase,spot,coinbase_arkm_usdc_1m,arkm,usdc,451605.80083
Coinbase,spot,coinbase_arkm_usd_1m,arkm,usd,451605.80083
Coinbase,spot,coinbase_chz_usd_1m,chz,usd,190506.77761499997
Coinbase,spot,coinbase_chz_usdc_1m,chz,usdc,190528.29961499997
Coinbase,spot,coinbase_velo_usd_1m,velo,usd,81964.99875049999
Coinbase,spot,coinbase_xrp_eur_1m,xrp,eur,2306558.182472358
Coinbase,spot,coinbase_pro_usd_1m,pro,usd,148756.6737225
Coinbase,spot,coinbase_sand_usd_1m,sand,usd,573653.7602874999
Coinbase,spot,coinbase_alcx_usdc_1m,alcx,usdc,54948.079132
Coinbase,spot,coinbase_skl_usd_1m,skl,usd,585218.343735
Coinbase,spot,coinbase_skl_usdc_1m,skl,usdc,585218.343735
Coinbase,spot,coinbase_shib_usdt_1m,shib,usdt,93817.63401040001
Coinbase,spot,coinbase_xtz_usdc_1m,xtz,usdc,564953.67192
Coinbase,spot,coinbase_etc_usdc_1m,etc,usdc,1831166.4527416672
Coinbase,spot,coinbase_etc_usd_1m,etc,usd,1831019.7408981016
Coinbase,spot,coinbase_ocean_usdc_1m,ocean,usdc,79125.0799
Coinbase,spot,coinbase_ocean_usd_1m,ocean,usd,79125.0799
Coinbase,spot,coinbase_eos_usd_1m,eos,usd,56044.166365000005
Coinbase,spot,coinbase_eos_usdc_1m,eos,usdc,56044.166365000005
Coinbase,spot,coinbase_rad_usd_1m,rad,usd,107289.26389999999
Coinbase,spot,coinbase_rad_usdc_1m,rad,usdc,107289.26389999999
Coinbase,spot,coinbase_celo_usdc_1m,celo,usdc,210236.60937
Coinbase,spot,coinbase_celo_usd_1m,celo,usd,210236.60937
Coinbase,spot,coinbase_strk_usdc_1m,strk,usdc,727307.71534
Coinbase,spot,coinbase_strk_usd_1m,strk,usd,727307.71534
Coinbase,spot,coinbase_uma_usd_1m,uma,usd,56250.14781650001
Coinbase,spot,coinbase_mln_usdc_1m,mln,usdc,105420.087235
Coinbase,spot,coinbase_near_usdt_1m,near,usdt,81924.43572899996
Coinbase,spot,coinbase_trac_usd_1m,trac,usd,425310.50865499995
Coinbase,spot,coinbase_trac_usdc_1m,trac,usdc,425310.50865499995
Coinbase,spot,coinbase_tru_usd_1m,tru,usd,101294.05225999997
Coinbase,spot,coinbase_tru_usdc_1m,tru,usdc,101294.05225999997
